5bb446afaa33d1b9fe000050,completed,,,completed,
5bb42faf961baee3c900022b,completed,started,,completed,
5bb368ebb1b21e9b55000258,,started,,,
5bb359de51d6f50e6d00005f,started,completed,completed,started,completed
5bb2f0b1927cfcc5e40001d0,started,completed,started,started,
5bb2d49c23cd53279b00012f,started,started,completed,started,
5bb2baceaa33d16d31000201,,completed,started,,
5bb25cddaa33d167b200018c,completed,completed,,completed,
5bb232389c3fe77f64000264,completed,completed,,completed,
5bb17927b1b21e7de8000578,,,,,
5bb16f0eb1b21e89920000c7,,completed,,,
5bb0d70c51d6f5a477000296,,,,completed,
5baf01fbaa12440aa600009e,started,started,started,,
5bae5a20b1b21efe57000192,,completed,,,
5bad601b23cd5310d300030e,completed,completed,completed,completed,
5bad5d7b9c3fe75dea000258,,,,,
5bad1a42821b96228200002f,started,,,started,started
5bacd33f7fd36ad44b000016,,completed,,,
5baada1aaa1244f2b700032f,,,completed,completed,
5baac69baa33d173f4000184,,completed,,completed,
5baa5ee57fd36aa17c0000af,,,,,
5baa4405821b964f6900016b,,,,,
5baa21a4927cfcf474000037,completed,,completed,started,started
5ba93f8d9e8471cf5f00000d,,,,started,
5ba8ff87aa1244318e00015f,,started,,,started
5ba5f64a7fd36a39650003de,,,,started,
5ba5a1c3aa1244d7460002d6,,started,,,
5ba4c989b1b21e74a1000194,completed,,started,,completed
5ba43240aa124400780001b5,,,,completed,
5ba2919cb5ee26c6f800018a,,started,,,
5ba1d7d123cd53f4dd0001ef,,,,started,
5ba1d357aa124459df000136,started,,,,
5ba14a449e8471ff75000113,,started,completed,completed,completed
5ba04a75aa1244dd21000315,,,,,
5ba0430f7fd36a834e0002a0,,,,,
5b9ff1ecb5ee26e9890001cc,started,,started,,started
5b9fe2faaa124438330001f7,completed,,,completed,
5b9fbe02b1b21e75f4000081,completed,started,,completed,
5b9fb4d8b1b21e022c0002f0,,started,,,
5b9f6b5f9c3fe7fc43000287,started,completed,completed,started,completed
5b9f22ca23cd53c87c0001d0,started,completed,started,started,
5b9d98ad927cfce0060003e4,started,started,completed,started,
5b9d8d9c51d6f58e87000237,,completed,started,,
5b9d40cf51d6f5004900024b,completed,completed,,completed,
5b9d2a03821b96c6420000d3,completed,completed,,completed,
5b9cd1359c3fe7950e000203,,,,,
5b9bb2fbaa12441e0b0001e4,,completed,,,
5b9b73a0927cfcdd9c000314,,,,completed,
5b9adbeab5ee2673c900009d,started,started,started,,
5b9ad0c723cd53da82000068,,completed,,,
5b9a854f9c3fe7e4c0000035,completed,completed,completed,completed,
5b9a78cf927cfcb011000141,,,,,
5b9a750eb1b21e1e3d0000cf,started,,,started,started
5b99c68eb1b21eec2500004c,,completed,,,
5b99c671b5ee26d7200002a5,,,completed,completed,
5b99a38d927cfce6560000c4,,completed,,completed,
5b99976b9e8471e7a9000276,,,,,
5b999287b5ee260ded00030d,,,,,
5b997d48b1b21e1431000022,completed,,completed,started,started
5b9968167fd36a2ef90000ce,,,,started,
5b993b84927cfc9380000061,,started,,,started
5b984278927cfcaa94000129,,,,started,
5b9836d2961baec1a4000039,,started,,,
5b97e4c5b1b21e3ebc0001ab,completed,,started,,completed
5b9723be23cd53323c000174,,,,completed,
5b96c5a7aa1244e23f0000d1,,started,,,
5b96a9cb961baec832000021,,,,started,
5b96821b51d6f5981800019e,started,,,,
5b963ba4b5ee262c230001c4,,started,completed,completed,completed
5b95d288927cfc74b90001d3,,,,,
5b949988aa124444fb000453,,,,,
5b93cab6aa1244af4000029d,started,,started,,started
5b930a1fb5ee260bd7000297,completed,,,completed,
5b92b6d5b5ee26e7ff000001,completed,started,,completed,
5b927d447fd36abe25000072,,started,,,
5b91b35451d6f52c190002d0,started,completed,completed,started,completed
5b917d5623cd5336ac00024c,started,completed,started,started,
5b9174fb9c3fe743b8000148,started,started,completed,started,
5b917313927cfca47000015e,,completed,started,,
5b9168c1b5ee26a2ad0001c5,completed,completed,,completed,
5b90914d927cfc3664000266,completed,completed,,completed,
5b9035b2821b9639a0000072,,,,,
5b8fe7007fd36a867b00000f,,completed,,,
5b8fc43caa33d10fb8000011,,,,completed,
5b8f1e12aa33d152cf000048,started,started,started,,
5b8da8e023cd5397210001e7,,completed,,,
5b8d92e59c3fe7372b000029,completed,completed,completed,completed,
5b8d8f9a821b9643cc000240,,,,,
5b8c8a56b1b21ebaf30001bb,started,,,started,started
5b8c23a6aa1244e8810000b9,,completed,,,
5b8b2c1eaa33d13d6e000153,,,completed,completed,
5b8aef81b1b21eaa77000015,,completed,,completed,
5b89c350b1b21e80c10001ca,,,,,
5b897e9faa1244fccf000037,,,,,
5b894e41aa33d11f1a0001a6,completed,,completed,started,started
5b89024f9e84713c2b0001e9,,,,started,
5b8844657fd36acdfc0001a8,,started,,,started
5b883aaeb1b21e76870000b5,,,,started,
5b87e4d17fd36a27af000009,,started,,,
5b87d31823cd539af4000247,completed,,started,,completed
5b87312251d6f5e4fa00011b,,,,completed,
5b871faf9e84716712000160,,started,,,
5b870d46961bae67c70000be,,,,started,
5b86f60bb5ee26e87c0000cd,started,,,,
5b86e4f1b1b21e07ce000289,,started,completed,completed,completed
5b860074b1b21e8e65000068,,,,,
5b85e12a961baeaf510002a5,,,,,
5b85a1f52ddfa34feb0000c7,started,,started,,started
5b85a1de51d6f5588a0000c6,completed,,,completed,
5b85983d9e8471cc94000298,completed,started,,completed,
5b8596d5aa124497cb000227,,started,,,
5b8554cc961bae4d04000368,started,completed,completed,started,completed
5b84e173b1b21e8569000212,started,completed,started,started,
5b84ad6e927cfcd55100016b,started,started,completed,started,
5b84a04f23cd5372cf00002d,,completed,started,,
5b8487d7927cfc23480001b6,completed,completed,,completed,
5b847add51d6f5dea80000bd,completed,completed,,completed,
5b84452db1b21eaf3c0001b3,,,,,
5b842fda23cd530b930002ae,,completed,,,
5b841609b5ee2618af000036,,,,completed,
5b82d88a9e8471661e000371,started,started,started,,
5b81a59daa33d19ddf000203,,completed,,,
5b803693aa33d1974e0000d7,completed,completed,completed,completed,
5b802eede12813bff9000022,,,,,
5b7f46c4821b9659900002a4,started,,,started,started
5b7f3098961baedd530000dc,,completed,,,
5b7ef6bfe12813820400003c,,,completed,completed,
5b7eea53aa33d19d5b0001b0,,completed,,completed,
5b7ecf5d2524c811d8000258,,,,,
5b7ebe942524c8c2b20002ec,,,,,
5b7e323f961bae5952000234,completed,,completed,started,started
5b7dc769aa33d102bd000016,,,,started,
5b7dbab058212275600000ce,,started,,,started
5b7d53d39e847124600001df,,,,started,
5b7ccde5821b96213900020e,,started,,,
5b7c788323cd534d5e0001c2,completed,,started,,completed
5b7c32a5961baef4c00001f1,,,,completed,
5b7aebe22524c8e7f8000197,,started,,,
5b7a39699e8471ed2c0003bc,,,,started,
5b7a38c423cd5314c40000a4,started,,,,
5b7a09da2ddfa3f65b0002b5,,started,completed,completed,completed
5b7887222ddfa3d1d40002c8,,,,,
5b77330c9e84713c38000042,,,,,
5b75ef22aa33d1956b00019b,started,,started,,started
5b74b37d836966f47f000008,completed,,,completed,
5b7488499e84710aeb00005c,completed,started,,completed,
5b737cb523cd5311b9000334,,started,,,
5b72e1082ddfa342a90000dc,started,completed,completed,started,completed
5b722b1e9e8471d4f900024e,started,completed,started,started,
5b71d43e2524c8bfa0000070,started,started,completed,started,
5b71d1919e8471a23e00003b,,completed,started,,
5b71694de1281395ad00039b,completed,completed,,completed,
5b714830b1b21ec1630001f6,completed,completed,,completed,
5b6f8a7ce12813a14100033f,,,,,
5b6f6a5a821b9681990002ce,,completed,,,
5b6f06deb1b21efcac0002ce,,,,completed,
5b6e5ce723cd5309a2000014,started,started,started,,
5b6e1debb5ee261b2c00017b,,completed,,,
5b6df87caa33d1990b0000c1,completed,completed,completed,completed,
5b6cc2f42ddfa37de800009f,,,,,
5b6c9617961bae6e9c0000d9,started,,,started,started
5b6b9b81961bae595d00039d,,completed,,,
5b6a1efe961bae1a1a000415,,,completed,completed,
5b68aa3423cd538f3e000196,,completed,,completed,
5b67762a2ddfa361e90001ba,,,,,
5b66492d2524c8212300004d,,,,,
5b652c74836966f69800005b,completed,,completed,started,started
5b6522ce58212238bf000450,,,,started,
5b650a42961baea27800017b,,started,,,started
5b636bfb821b96331100036d,,,,started,
5b63171d8369669290000367,,started,,,
5b60da80836966361f000098,completed,,started,,completed
5b609075836966eedc0001d2,,,,completed,
5b5fc6e4b5ee268072000233,,started,,,
5b5ef63c2524c8babc00018d,,,,started,
5b5e40b0e12813da69000541,started,,,,
5b5cc54daa33d132b8000118,,started,completed,completed,completed
5b5907e223cd5392bc0001de,,,,,
5b57e9ffb5ee261335000186,,,,,
5b5788b49e84716fbf000115,started,,started,,started
5b5657e5b1b21ed447000184,completed,,,completed,
5b54ddbf2ddfa398af00003c,completed,started,,completed,
5b514137b1b21e19ca000251,,started,,,
5b5101962524c84ae40001e0,started,completed,completed,started,completed
5b4ef4909e8471e91d0001a8,started,completed,started,started,
5b4a522bb1b21e344d00016c,started,started,completed,started,
5b4818cb58212227d8000077,,completed,started,,
5b47ff8ab1b21e3a2500019c,completed,completed,,completed,
5b43feeeb5ee2621340003ca,completed,completed,,completed,
5b42573b2ddfa3f24e00019f,,,,,
5b419a482524c8f451000046,,completed,,,
5b41398aaa33d1372000033b,,,,completed,
5b40dc90e12813d1c0000181,started,started,started,,
5b3e404cb5ee267a660000b7,,completed,,,
5b3c0f4caa33d1a60b00010a,completed,completed,completed,completed,
5b3a5e41961baed021000246,,,,,
5b366d0f2524c814160001d1,started,,,started,started
5b357346b5ee2688360000ce,,completed,,,
5b350768961bae618d0000ae,,,completed,completed,
5b34f6182524c831f200030f,,completed,,completed,
5b33d2f8b5ee2685900000c5,,,,,
5b2d3aa9b5ee26650c000270,,,,,
5b2c7ee323cd530bc8000494,completed,,completed,started,started
5b27ce9eb1b21e3c400001b1,,,,started,
5b2697a12524c8616a0000c7,,started,,,started
5b231d7caa33d1f9290000b2,,,,started,
5b21d3238369666f2d00039d,,started,,,
5b20a3f72524c890d6000056,completed,,started,,completed
5b2066d9aa33d172c1000098,,,,completed,
5b19b4328369662439000052,,started,,,
5b1977e083696666d4000166,,,,started,
5b17479baa33d1a5920000e9,started,,,,
5b1600dbb5ee26b67b00017c,,started,completed,completed,completed
5b1541ffb5ee2696290006c2,,,,,
5b12c3ea9e8471023700024b,,,,,
5b0df9dc2524c8b3380003c1,started,,started,,started
5b0d66db92f407e84a0000b4,completed,,,completed,
5b0cd97ddd1ede9b490002ad,completed,started,,completed,
5b078fb8aa33d160460002fe,,started,,,
5b0471f58369667819000133,started,completed,completed,started,completed
5b021c35582122ff9a0002c7,started,completed,started,started,
5afed2819e8471826e0002f0,started,started,completed,started,
5afe473a582122080e0004a3,,completed,started,,
5afc8d9723cd53c59000002e,completed,completed,,completed,
5afc6291dd1ede44a50001ca,completed,completed,,completed,
5af9f77c9e84714eaf000097,,,,,
5aede67d92f40745fb00008d,,completed,,,
5ae27a63836966ed930004a9,,,,completed,
5ae237feb1b21e1961000109,started,started,started,,
5aceabe12524c87a26000004,,completed,,,
5aca914ae12813aa07000472,completed,completed,completed,completed,
5ac91e2be12813a6f500010c,,,,,
5ac52421e12813993d0000e4,started,,,started,started
5ac44697e128134056000354,,completed,,,
5ac17156aa33d1bd780001b0,,,completed,completed,
5abbb8a4dd1edef0230001c3,,completed,,completed,
5abacb55821b96699300015a,,,,,
5aa6e351dd1edec7d40002e9,,,,,
5aa4c553821b96714b000424,completed,,completed,started,started
5aa44437821b96b1b8000443,,,,started,
5a950010b5ee26454a0002d9,,started,,,started
5a8dbdaa961bae3a40000117,,,,started,
5a8cbf519e8471f04000009a,,started,,,
5a8c3feee12813f62800034e,completed,,started,,completed
5a8396c6854be98125000f98,,,,completed,
5a6e66e223cd53bf1e0007b9,,started,,,
