5bb446afaa33d1b9fe000050,my.tccd.edu,US,Fort Worth,76111,mobile-user,03-10-2018 04:33
5bb42faf961baee3c900022b,uark.edu,US,Fayetteville,72701,mobile-user,03-10-2018 02:55
5bb368ebb1b21e9b55000258,g.clemson.edu,US,Clemson,29631,mobile-user,02-10-2018 12:47
5bb359de51d6f50e6d00005f,njit.edu,US,Westfield,7090,mobile-user,02-10-2018 11:43
5bb2f0b1927cfcc5e40001d0,tkc.edu,US,Brooklyn,11201,mobile-user,02-10-2018 04:14
5bb2d49c23cd53279b00012f,laverne.edu,US,Fontana,92336,mobile-user,02-10-2018 02:14
5bb2baceaa33d16d31000201,newschool.edu,US,The Bronx,10472,mobile-user,02-10-2018 00:24
5bb25cddaa33d167b200018c,student.cccd.edu,US,Chula Vista,91913,mobile-user,01-10-2018 17:43
5bb232389c3fe77f64000264,nau.edu,US,Winchester,22602,mobile-user,01-10-2018 14:42
5bb17927b1b21e7de8000578,illinois.edu,US,Darien,60561,mobile-user,01-10-2018 01:32
5bb16f0eb1b21e89920000c7,umass.edu,US,Pittsfield,1201,mobile-user,01-10-2018 00:49
5bb0d70c51d6f5a477000296,nsuok.edu,US,Cape Girardeau,63701,mobile-user,30-09-2018 14:00
5baf01fbaa12440aa600009e,cougars.csusm.edu,US,San Diego,92110,mobile-user,29-09-2018 04:39
5bae5a20b1b21efe57000192,ucsd.edu,US,Brooklyn,11205,mobile-user,28-09-2018 16:43
5bad601b23cd5310d300030e,unomaha.edu,US,,,mobile-user,27-09-2018 22:56
5bad5d7b9c3fe75dea000258,wells.edu,US,Ithaca,14850,mobile-user,27-09-2018 22:45
5bad1a42821b96228200002f,virginia.edu,US,Washington,20036,mobile-user,27-09-2018 17:58
5bacd33f7fd36ad44b000016,somaiya.edu,IN,,,mobile-user,27-09-2018 12:55
5baada1aaa1244f2b700032f,auburn.edu,US,Auburn,36849,mobile-user,26-09-2018 01:00
5baac69baa33d173f4000184,tamu.edu,US,San Antonio,78255,mobile-user,25-09-2018 23:37
5baa5ee57fd36aa17c0000af,mail.umw.edu,US,Fredericksburg,22405,mobile-user,25-09-2018 16:14
5baa4405821b964f6900016b,utexas.edu,US,Austin,78705,mobile-user,25-09-2018 14:19
5baa21a4927cfcf474000037,brandeis.edu,PH,Mandaluyong City,1500,mobile-user,25-09-2018 11:53
5ba93f8d9e8471cf5f00000d,students.fscj.edu,US,Jacksonville,32216,mobile-user,24-09-2018 19:48
5ba8ff87aa1244318e00015f,mail.lakelandcc.edu,US,Willoughby,44094,mobile-user,24-09-2018 15:15
5ba5f64a7fd36a39650003de,iut-dhaka.edu,BD,Dhaka,1000,mobile-user,22-09-2018 07:59
5ba5a1c3aa1244d7460002d6,live.unc.edu,US,Whitsett,27377,mobile-user,22-09-2018 01:58
5ba4c989b1b21e74a1000194,byui.edu,NG,Lagos,,mobile-user,21-09-2018 10:35
5ba43240aa124400780001b5,scarletmail.rutgers.edu,US,Piscataway,8854,mobile-user,20-09-2018 23:50
5ba2919cb5ee26c6f800018a,g.austincc.edu,US,Austin,78713,mobile-user,19-09-2018 18:12
5ba1d7d123cd53f4dd0001ef,s.sfusd.edu,US,San Francisco,94112,mobile-user,19-09-2018 05:00
5ba1d357aa124459df000136,utexas.edu,US,Austin,78744,mobile-user,19-09-2018 04:40
5ba14a449e8471ff75000113,mtmail.mtsu.edu,US,Greenville,29607,mobile-user,18-09-2018 18:56
5ba04a75aa1244dd21000315,hamline.edu,US,Minneapolis,55416,mobile-user,18-09-2018 00:44
5ba0430f7fd36a834e0002a0,student.ctuonline.edu,US,Raeford,28376,mobile-user,18-09-2018 00:13
5b9ff1ecb5ee26e9890001cc,manhattan.edu,US,Brooklyn,11226,mobile-user,17-09-2018 18:26
5b9fe2faaa124438330001f7,georgetown.edu,CH,Zurich,8048,mobile-user,17-09-2018 17:23
5b9fbe02b1b21e75f4000081,student.monash.edu,ZA,Johannesburg,2000,mobile-user,17-09-2018 14:45
5b9fb4d8b1b21e022c0002f0,pace.edu,US,Briarcliff Manor,10510,mobile-user,17-09-2018 14:06
5b9f6b5f9c3fe7fc43000287,sjsu.edu,US,San Jose,95126,mobile-user,17-09-2018 08:52
5b9f22ca23cd53c87c0001d0,fiu.edu,US,Miami,33186,mobile-user,17-09-2018 03:43
5b9d98ad927cfce0060003e4,mail.stmarytx.edu,US,San Antonio,78233,mobile-user,15-09-2018 23:41
5b9d8d9c51d6f58e87000237,student.american.edu,US,Arvada,80003,mobile-user,15-09-2018 22:54
